,R总对数,R,距离r,距离r的平方
370,84.0,-0.9999999999999925,148.08443537387717,21929.0
371,400.0,-0.9999999999999866,150.00333329629711,22501.0
372,320.0,-0.9999999999999908,150.0133327407934,22504.0
373,240.0,-0.999999999999996,150.02999700059985,22509.0
374,160.0,-0.999999999999995,150.05332385522155,22516.0
375,80.0,-0.9999999999999922,150.08331019803634,22525.0
376,380.0,-0.9999999999999875,152.00328943809077,23105.0
377,304.0,-0.9999999999999919,152.0131573252789,23108.0
378,228.0,-0.9999999999999959,152.029602380589,23113.0
379,152.0,-0.9999999999999949,152.0526224699857,23120.0
380,76.0,-0.9999999999999919,152.08221460775746,23129.0
381,360.0,-0.9999999999999885,154.00324671902212,23717.0
382,288.0,-0.9999999999999931,154.01298646542764,23720.0
383,216.0,-0.9999999999999958,154.02921800749363,23725.0
384,144.0,-0.9999999999999948,154.0519392932137,23732.0
385,72.0,-0.9999999999999916,154.0811474515945,23741.0
386,340.0,-0.9999999999999896,156.00320509528,24337.0
387,272.0,-0.9999999999999946,156.01281998605114,24340.0
388,204.0,-0.9999999999999957,156.02884348735012,24345.0
389,136.0,-0.9999999999999946,156.05127362504928,24352.0
390,68.0,-0.9999999999999912,156.08010763707205,24361.0
391,320.0,-0.9999999999999908,158.00316452527144,24965.0
392,256.0,-0.9999999999999961,158.01265772082945,24968.0
393,192.0,-0.9999999999999956,158.02847844613325,24973.0
394,128.0,-0.9999999999999943,158.05062480104277,24980.0
395,64.0,-0.9999999999999909,158.07909412695912,24989.0
396,300.0,-0.9999999999999922,160.00312496948303,25601.0
397,240.0,-0.999999999999996,160.0124995117569,25604.0
398,180.0,-0.9999999999999953,160.0281225285106,25609.0
399,120.0,-0.9999999999999941,160.04999218994044,25616.0
400,60.0,-0.9999999999999909,160.0781059358212,25625.0
401,280.0,-0.9999999999999938,162.00308639035245,26245.0
402,224.0,-0.9999999999999959,162.01234520862909,26248.0
403,168.0,-0.9999999999999952,162.02777539668932,26253.0
404,112.0,-0.9999999999999938,162.04937519163718,26260.0
405,56.0,-0.9999999999999909,162.077142126828,26269.0
406,260.0,-0.9999999999999957,164.00304875214974,26897.0
407,208.0,-0.9999999999999957,164.01219466856725,26900.0
408,156.0,-0.999999999999995,164.02743672934722,26905.0
409,104.0,-0.9999999999999936,164.04877323527901,26912.0
410,52.0,-0.9999999999999909,164.0762018087937,26921.0
411,240.0,-0.999999999999996,166.00301202086666,27557.0
412,192.0,-0.9999999999999956,166.01204775557707,27560.0
413,144.0,-0.9999999999999948,166.02710622064097,27565.0
414,96.0,-0.9999999999999931,166.04818577750254,27572.0
415,48.0,-0.9999999999999909,166.0752841334315,27581.0
416,220.0,-0.9999999999999958,168.00297616411441,28225.0
417,176.0,-0.9999999999999953,168.01190434013895,28228.0
418,132.0,-0.9999999999999944,168.02678357928536,28233.0
419,88.0,-0.9999999999999927,168.04761230080004,28240.0
420,44.0,-0.9999999999999909,168.07438829280326,28249.0
421,200.0,-0.9999999999999957,170.00294115102832,28901.0
422,160.0,-0.999999999999995,170.01176429882727,28904.0
423,120.0,-0.9999999999999941,170.02646852769718,28909.0
424,80.0,-0.9999999999999922,170.0470523119998,28916.0
425,40.0,-0.999999999999991,170.07351351694948,28925.0
426,180.0,-0.9999999999999953,172.00290695217916,29585.0
427,144.0,-0.9999999999999948,172.01162751395617,29588.0
428,108.0,-0.9999999999999937,172.02616080119907,29593.0
429,72.0,-0.9999999999999916,172.04650534085255,29600.0
430,36.0,-0.999999999999991,172.07265907168403,29609.0
431,160.0,-0.999999999999995,174.0028735394907,30277.0
432,128.0,-0.9999999999999943,174.01149387324966,30280.0
433,96.0,-0.9999999999999931,174.0258601472781,30285.0
434,64.0,-0.9999999999999909,174.04597093871493,30292.0
435,32.0,-0.9999999999999909,174.07182425654074,30301.0
436,140.0,-0.9999999999999947,176.00284088616297,30977.0
437,112.0,-0.9999999999999938,176.0113632695344,30980.0
438,84.0,-0.9999999999999925,176.02556632489498,30985.0
439,56.0,-0.9999999999999909,176.0454486773231,30992.0
440,28.0,-0.9999999999999909,176.07100840286,31001.0
441,120.0,-0.9999999999999941,178.0028089666003,31685.0
442,96.0,-0.9999999999999931,178.01123560045303,31688.0
443,72.0,-0.9999999999999916,178.02527910383964,31693.0
444,48.0,-0.9999999999999909,178.04493814764857,31700.0
445,24.0,-0.9999999999999909,178.07021087200408,31709.0
446,100.0,-0.9999999999999933,180.00277775634464,32401.0
447,80.0,-0.9999999999999922,180.01111076819674,32404.0
448,60.0,-0.9999999999999909,180.02499826412998,32409.0
449,40.0,-0.999999999999991,180.0444389588304,32416.0
450,20.0,-0.999999999999991,180.06943105369106,32425.0
451,80.0,-0.9999999999999922,182.00274723201295,33125.0
452,64.0,-0.9999999999999909,182.0109886792553,33128.0
453,48.0,-0.9999999999999909,182.02472359545007,33133.0
454,32.0,-0.9999999999999909,182.04395073717774,33140.0
455,16.0,-0.9999999999999909,182.0686683644388,33149.0
456,60.0,-0.9999999999999909,184.00271737123884,33857.0
457,48.0,-0.9999999999999909,184.0108692441835,33860.0
458,36.0,-0.999999999999991,184.0244548966251,33865.0
459,24.0,-0.9999999999999909,184.04347312523745,33872.0
460,12.0,-0.9999999999999909,184.06792224611002,33881.0
461,40.0,-0.999999999999991,186.00268815261785,34597.0
462,32.0,-0.9999999999999909,186.01075237738274,34600.0
463,24.0,-0.9999999999999909,186.02419197512995,34605.0
464,16.0,-0.9999999999999909,186.04300578092153,34612.0
465,8.0,-0.9999999999999909,186.06719216455113,34621.0
466,20.0,-0.999999999999991,188.0026595556563,35345.0
467,16.0,-0.9999999999999909,188.01063799689632,35348.0
468,12.0,-0.9999999999999909,188.0239346466295,35353.0
469,8.0,-0.9999999999999909,188.04254837669055,35360.0
470,4.0,-0.9999999999999909,188.06647760831805,35369.0
